,date,level_1,high,low,ret
0,2003-10-10,0,0.02097873490628565,0.007177731605544821,0.013801003300740829
1,2003-10-13,0,0.007521065591038249,0.00407905657851877,0.0034420090125194787
2,2003-10-14,0,-0.0036828804987419695,-0.00691633883076607,0.0032334583320241003
3,2003-10-15,0,0.01076442684863,-0.0056793865549695805,0.01644381340359958
4,2003-10-16,0,-0.01676519494817019,-0.02229920925653291,0.005534014308362721
5,2003-10-17,0,0.0002061342156277301,0.0069608699733180405,-0.00675473575769031
6,2003-10-20,0,0.01450247436200489,0.008271031872802101,0.006231442489202788
7,2003-10-21,0,-0.023161151125215742,-0.028778267622907493,0.005617116497691751
8,2003-10-22,0,0.0016208565079444605,0.005404892435173519,-0.003784035927229059
9,2003-10-23,0,-0.00664364479866548,-0.00321070259297297,-0.00343294220569251
10,2003-10-24,0,0.018362648654150597,0.0018402709872239402,0.016522377666926658
11,2003-10-27,0,0.010882116273435249,0.026769224299061128,-0.01588710802562588
12,2003-10-28,0,0.01049237233148909,0.012103887918767039,-0.0016115155872779494
13,2003-10-29,0,0.04486303073140636,-0.0043591893254526105,0.049222220056858966
14,2003-10-30,0,-0.0037069022805850697,-0.01001660071579823,0.0063096984352131605
15,2003-10-31,0,0.01391008471739715,0.03468327733606874,-0.02077319261867159
16,2003-11-03,0,-0.014477153099449733,-0.006113843008452991,-0.008363310090996742
17,2003-11-04,0,-0.00991615406593142,-0.002133715167365789,-0.007782438898565631
18,2003-11-05,0,0.008563983930434102,0.0125454406359081,-0.003981456705473998
19,2003-11-06,0,0.0012893565375967394,-0.00527334437784293,0.00656270091543967
20,2003-11-07,0,-0.01620800972989724,-0.020687526423589658,0.004479516693692419
21,2003-11-10,0,-0.00883838607509205,-0.015799177298316598,0.006960791223224547
22,2003-11-11,0,0.023078721353104608,0.012351760740857221,0.010726960612247387
23,2003-11-12,0,-0.01359022428315467,-0.0007196106315688105,-0.01287061365158586
24,2003-11-13,0,-0.0108777061890682,-0.017745522357198267,0.006867816168130068
25,2003-11-14,0,-0.014265806732545242,-0.015777496791366773,0.0015116900588215305
26,2003-11-17,0,-0.00912746187530854,-0.007682480263513711,-0.0014449816117948298
27,2003-11-18,0,0.022873944107527487,0.00581702994209033,0.017056914165437156
28,2003-11-19,0,-0.007200668314572769,-0.00270315609094512,-0.00449751222362765
29,2003-11-20,0,0.0005997012946214901,-0.0050765986402170294,0.005676299934838519
30,2003-11-21,0,0.0594308937985492,0.01343063279234171,0.04600026100620749
31,2003-11-24,0,0.012580409120001579,-0.0009533426882754499,0.013533751808277029
32,2003-11-25,0,0.00828820217913796,0.0001958435237731304,0.00809235865536483
33,2003-11-26,0,-0.0016490167890909802,0.012482141114615842,-0.014131157903706821
34,2003-11-28,0,0.01883813826803212,0.016664083369446893,0.0021740548985852287
35,2003-12-01,0,-0.007786773617723788,-0.00644153981921231,-0.0013452337985114778
36,2003-12-02,0,-0.0029333057419963296,-0.00750196594134035,0.00456866019934402
37,2003-12-03,0,-0.0009369854944582298,-0.0132897627982728,0.012352777303814571
38,2003-12-04,0,-0.01030814337555527,-0.0066008448142959005,-0.003707298561259369
39,2003-12-05,0,0.0008705182186108391,0.03431524663972885,-0.03344472842111801
40,2003-12-08,0,-0.03430036619295891,-0.014264072446694993,-0.02003629374626392
41,2003-12-09,0,-0.0006787811206633205,-0.00215251442879243,0.0014737333081291093
42,2003-12-10,0,0.02877161576022171,0.013212527490156601,0.015559088270065108
43,2003-12-11,0,-0.0007032705954301409,0.012601014589302562,-0.013304285184732704
44,2003-12-12,0,-0.017451253987144026,-0.017182745786656302,-0.0002685082004877243
45,2003-12-15,0,-0.00604108554082434,-0.0067621844455118705,0.0007210989046875305
46,2003-12-16,0,0.00355950721431974,0.00464637048482053,-0.0010868632705007897
47,2003-12-17,0,0.03385130986787509,0.01652179492938079,0.017329514938494297
48,2003-12-18,0,-0.007705197590638249,0.014483499226976091,-0.022188696817614338
49,2003-12-19,0,-0.00199316978167685,0.022352225704791534,-0.024345395486468385
50,2003-12-22,0,0.0136610559301582,-0.009271767875237891,0.02293282380539609
51,2003-12-23,0,0.006009339531551079,0.00499697052329987,0.0010123690082512087
52,2003-12-24,0,0.0005898578271553203,0.0033309978221922497,-0.0027411399950369292
53,2003-12-26,0,0.023796279011554938,0.01087860798105646,0.012917671030498477
54,2003-12-29,0,-0.00023931547650502005,-0.0044961410741649,0.0042568255976598805
55,2003-12-30,0,-0.00135297893037829,-0.008975646596102609,0.007622667665724319
56,2003-12-31,0,-0.0010829121446345098,0.011700111976794391,-0.0127830241214289
57,2004-01-02,0,0.026484084459199937,0.0151136055184597,0.011370478940740237
58,2004-01-05,0,0.0123038258094374,-0.0055512180751729106,0.01785504388461031
59,2004-01-06,0,-0.00399354153657506,0.0053080499512810604,-0.009301591487856121
60,2004-01-07,0,0.00511647972436186,0.012057573765089952,-0.006941094040728092
61,2004-01-08,0,0.011258795637038767,0.0023922169252404805,0.008866578711798287
62,2004-01-09,0,0.00455964167693656,0.02577474460579285,-0.02121510292885629
63,2004-01-12,0,0.0021781915095270806,-0.01231505956113568,0.014493251070662759
64,2004-01-13,0,-0.00562478300333542,0.014346245621059739,-0.01997102862439516
65,2004-01-14,0,-0.0038764370702421684,0.00285065701093848,-0.0067270940811806484
66,2004-01-15,0,0.013000617949469532,0.022928361021180146,-0.009927743071710614
67,2004-01-16,0,0.010965370127935118,0.02607813285811783,-0.015112762730182713
68,2004-01-20,0,0.00853906784926605,-0.00195860312893575,0.010497670978201801
69,2004-01-21,0,-0.017701025653428328,-0.02940760160074491,0.011706575947316583
70,2004-01-22,0,-0.00685424083919098,-0.00340235331968509,-0.00345188751950589
71,2004-01-23,0,0.0240484909196193,0.011274547880803159,0.01277394303881614
72,2004-01-26,0,-0.008640033868211699,-0.004202826617931969,-0.0044372072502797295
73,2004-01-27,0,-0.04126939477519152,-0.016687513768595053,-0.02458188100659647
74,2004-01-28,0,-0.02407731252841095,-0.00858708634211487,-0.01549022618629608
75,2004-01-29,0,0.0012364039833937304,-0.0005106218497606803,0.0017470258331544106
76,2004-01-30,0,-0.007278748174017691,0.00088826909867616,-0.00816701727269385
77,2004-02-02,0,0.0009431696864525194,0.008824650584820489,-0.00788148089836797
78,2004-02-03,0,-0.009270323916102921,-0.005829055540860361,-0.00344126837524256
79,2004-02-04,0,0.01429546224215121,-0.00113168784433792,0.01542715008648913
80,2004-02-05,0,0.03218666090147163,0.01180259519247272,0.02038406570899891
81,2004-02-06,0,-0.006051191925522,0.009575339549221308,-0.015626531474743306
82,2004-02-09,0,-0.0011273519435823205,0.00824492320980608,-0.0093722751533884
83,2004-02-10,0,0.0101567388796595,0.02516166063539087,-0.01500492175573137
84,2004-02-11,0,-0.0037806395508867803,-0.01467040150194381,0.01088976195105703
85,2004-02-12,0,-0.00209001044444817,-0.01565319217930812,0.013563181734859951
86,2004-02-13,0,0.01984616945822523,0.01652799806879041,0.0033181713894348194
87,2004-02-17,0,-0.003496793362351251,-0.00831732329578768,0.004820529933436429
88,2004-02-18,0,-0.007959746674303731,-0.0004104688504251099,-0.007549277823878622
89,2004-02-19,0,-0.00407905253166436,-0.01338206119865984,0.00930300866699548
90,2004-02-20,0,-0.016454910048024168,-0.011439097243902449,-0.0050158128041217186
91,2004-02-23,0,0.005888774389796179,-0.00745865932179175,0.01334743371158793
92,2004-02-24,0,0.021645419697439598,0.00945788382176203,0.012187535875677568
93,2004-02-25,0,0.004828224949353111,0.010339271511552738,-0.0055110465621996275
94,2004-02-26,0,0.011077297467695119,0.007763563817168491,0.0033137336505266275
95,2004-02-27,0,0.01758957509565421,0.01433831494353413,0.0032512601521200793
96,2004-03-01,0,-0.0016287635819008908,-0.005385131753345479,0.0037563681714445885
97,2004-03-02,0,-0.00509294525011433,-0.0013457911284967899,-0.00374715412161754
98,2004-03-03,0,0.0010857791674784,0.00570368911331581,-0.00461790994583741
99,2004-03-04,0,0.003676183615740561,0.008010308543621609,-0.004334124927881048
100,2004-03-05,0,-0.015799836477207233,-0.00966775520193071,-0.006132081275276523
101,2004-03-08,0,-0.006869022983720939,-0.00558734738378618,-0.0012816755999347585
102,2004-03-09,0,-0.02769723704799972,-0.01792487143840025,-0.00977236560959947
103,2004-03-10,0,-0.015824620118064993,-0.010762943268444288,-0.005061676849620705
104,2004-03-11,0,0.028273990142126133,0.02634715893112105,0.0019268312110050818
105,2004-03-12,0,-0.0286428764994132,-0.01906401225727471,-0.00957886424213849
106,2004-03-15,0,0.00407696865981915,0.00158587560237329,0.0024910930574458603
107,2004-03-16,0,0.047302205767894054,0.00762625695268071,0.039675948815213344
108,2004-03-17,0,-0.0076183541698930605,-0.02167942906908314,0.014061074899190078
109,2004-03-18,0,-0.005734870862449731,-0.004063380477269641,-0.0016714903851800904
110,2004-03-19,0,-0.0181609458258846,-0.024558768158282892,0.00639782233239829
